           1     37     38   1.8181818181818181     
           2     16      2   1.8181818181818181     
           3     30      5   1.8181818181818181     
           4     27      2   1.8181818181818181     
           5     44     43   1.8181818181818181     
           6     22     20   1.8181818181818181     
           7     33     40   1.8181818181818181     
           8     41     21   1.8181818181818181     
           9     15     36   1.8181818181818181     
          10     39     17   1.8181818181818181     
          11      2     45   1.8181818181818181     
          12     10     17   1.8181818181818181     
          13     19      3   1.8181818181818181     
          14     41     11   1.8181818181818181     
          15     33     12   1.8181818181818181     
          16     24      6   1.8181818181818181     
          17     25      2   1.8181818181818181     
          18     23     27   1.8181818181818181     
          19     10     43   1.8181818181818181     
          20     10     24   1.8181818181818181     
          21      2     21   1.8181818181818181     
          22     39     42   1.8181818181818181     
          23     18     32   1.8181818181818181     
          24     35     25   1.8181818181818181     
          25      8     15   1.8181818181818181     
          26      9     30   1.8181818181818181     
          27     37      5   1.8181818181818181     
          28     30     23   1.8181818181818181     
          29      8     26   1.8181818181818181     
          30     16      4   1.8181818181818181     
          31     43      4   1.8181818181818181     
          32     38     38   1.8181818181818181     
          33     30      9   1.8181818181818181     
          34      7     45   1.8181818181818181     
          35     36     40   1.8181818181818181     
          36     41     12   1.8181818181818181     
          37     11     20   1.8181818181818181     
          38      6     42   1.8181818181818181     
          39     31     15   1.8181818181818181     
          40     18     20   1.8181818181818181     
          41      8     27   1.8181818181818181     
          42      8     34   1.8181818181818181     
          43     13     14   1.8181818181818181     
          44     22     23   1.8181818181818181     
          45     37      5   1.8181818181818181     
          46     39      9   1.8181818181818181     
          47      9     41   1.8181818181818181     
          48     38     35   1.8181818181818181     
          49     29     19   1.8181818181818181     
          50     28     27   1.8181818181818181     


           1     15     39  0.59166264434524185     
           2     24     13  0.63874790024433348     
           3     19      5  0.60799822966967720     
           4     31     45  0.68021350772099398     
           5     39     19  0.68872009662726108     
           6     22      1  0.70590588714052793     
           7     27      6  0.74870650108036207     
           8     14     45  0.83024619287905954     
           9     44     16  0.63403298087715299     
          10     35     42  0.68453235622579556     
          11      7     28  0.58293859181046526     
          12     29     12  0.61640291295324412     
          13     14      1  0.57766528611194234     
          14     37     28  0.65113221176821934     
          15     31     10  0.70479646850732514     
          16     31     30  0.69655732048041852     
          17     24     37  0.57988892020997262     
          18     15     25  0.61435463196541518     
          19      1      3  0.59008352559143218     
          20     18     40  0.46909274251710048     
          21     45     37  0.59097113124516010     
          22      5     23  0.56344449031782851     
          23     21     21  0.58268662776223823     
          24      1      4  0.67869628515033664     
          25     38      6  0.71602789590047433     
          26     26     28  0.74372724700386628     
          27     20     34  0.61566490443848854     
          28      2      2  0.48544275214498178     
          29     11     19  0.56217782554899109     
          30      4     39  0.61891843586369222     
          31     21     22  0.50024017586277514     
          32     21     19  0.57362812339871905     
          33      5     29  0.68593177571642905     
          34     34     35  0.66569797613546000     
          35     36     35  0.63887639718808020     
          36     17      1  0.65662976279243390     
          37     19      7  0.57709119066276982     
          38     35     18  0.60736942309334996     
          39     22     13  0.81079530794879784     
          40     34     32  0.73031793832168768     
          41     36     31  0.60810407737074512     
          42     30     23   43.907960372000943     
          43     33     25  0.92945827010901461     
          44     36     24  0.66674346389696004     
          45      8     40  0.59512485951761829     
          46      1     12  0.54964671284630506     
          47     15     16  0.62652359588111828     
          48     17     32  0.54055539870124236     
          49     25     22  0.70644027252565411     
          50     32     10  0.67844258081846598     


           1     16     39   1.0381488411517334     
           2      6     37   1.2349038128754413     
           3     40     34   1.1303916663167282     
           4     24     42   1.2877036546711906     
           5     42     20   1.2618305209209664     
           6     26     15  0.99285526982780237     
           7     28     30   1.1225494427972724     
           8     35      4  0.93894286635289970     
           9     26     17   1.1367926575553793     
          10      6     15   1.0964572024118944     
          11     12     28   1.1504331678658208     
          12      7     40   1.1957005800991896     
          13     30     21   1.0636436219922605     
          14     12      4  0.91866681958095409     
          15     22     13   1.2498855809632734     
          16     10     22   1.1453117877707080     
          17     39     19   1.2789863592498354     
          18      9     32   1.1556907679118822     
          19     40     14   1.0844080499874955     
          20     32     42   1.0178338065879604     
          21      7     24  0.94168543154051776     
          22      4     34   1.5350322802807925     
          23     16     23  0.84620103994779872     
          24     32     39   1.0943620274761574     
          25     15     24   1.1986223732335910     
          26     28      2   1.0413076932799235     
          27     11     23   1.1529888927933205     
          28     43     29   1.0821334530350661     
          29      3     37   1.2713107392580336     
          30     40     14   1.1457196955292204     
          31      2     37   1.3214452927894293     
          32     34     26  0.99733122938193197     
          33     10     21   1.2148849830403337     
          34     33     17   1.1621159802387431     
          35      7     28   1.2349755149822086     
          36     44     35  0.95860466342156636     
          37     18     24   1.2896289728519734     
          38     16     11  0.93763733869458310     
          39     22     11  0.95409086742169713     
          40     31     10   1.0656594160061230     
          41     22     34   1.0284694965352250     
          42     15     27   181.99851841365731     
          43     38     16   1.3614250059005328     
          44     21     33  0.95566993167790326     
          45     26     34   1.2403045529327403     
          46     34     36   1.2236148686806394     
          47     33     45   1.1500744495783732     
          48     32     30   1.2667872088238088     
          49      5     28   1.0833589724208630     
          50     34     40   1.0722210075372247     
