           5   999.99999999993429        0.0000000000000000              250   91.074600242385898        8310.0101906191885        15.427381308791155        20.237834937403896        411.09910776899437        1.5291448153886336       -1.0935051210252815     
           5   999.99999999993429       0.50000000000000000              250   93.155607771465526        8710.7853915824253        32.818132311296722        24.756886869965701        616.77885818814195        3.8754106958617740      -0.21417841901764617     
           5   999.99999999993634        1.0000000000000000              250   98.567186773055440        9768.4327267768731        52.942418422477203        37.082600631882649        1386.6345209134802        11.515251289776870       -6.0838201215135342E-002
           5   999.99999999993531        1.5000000000000000              250   123.35737643156948        15256.581993740743        39.539673660810877        63.120480318671419        4009.3497787404262        25.154743080640401      -0.15429967420684504     
           5   999.99999999993884        2.0000000000000000              250   156.75418258097801        24640.112824941665        68.239068311075243        100.35651398051199        10137.082803187430        65.652904866730751      -0.15221909474190795     
           5   999.99999999994293        2.5000000000000000              250   200.01980028753093        40134.526522473672        126.60601540991775        149.78150819615922        22557.060867435572        122.56066991945772       -5.0107734095561775E-002
           5   999.99999999994964        3.0000000000000000              250   253.23716239512865        64338.126074543710        209.06565660695196        210.87613909535881        44686.102720160423        217.35668039530719        1.0008927937162366E-002
           5   999.99999999995680        3.5000000000000000              250   310.22745872057175        96573.542403673768        332.46625944972038        276.81782553066927        76977.982767599256        349.87423607120581       0.23488480180936863     
           5   999.99999999996646        4.0000000000000000              250   362.73974357047905        132051.69712880274        471.57556322583696        338.12877721742950        114815.94796148578        484.87797893171955       0.32987010682437429     
           5   999.99999999997158        4.5000000000000000              250   403.45247144442754        163489.51132357042        715.61460895379423        386.12961818277751        149841.56083972205        745.47880174449529       0.38704974236080641     
           5   999.99999999997954        5.0000000000000000              250   434.07395233170087        189239.00729090231        818.81119803860202        422.70300323925204        179504.02300746163        826.19405997850117       0.58988454686249114     
           5   999.99999999998181        5.5000000000000000              250   466.56619581190569        218740.52473251711        1056.5096581235994        459.13168572606099        211877.73980554592        1075.8349678914819       0.60953433168991289     
           5   999.99999999998681        6.0000000000000000              250   477.67219517616502        229221.02181649907        1050.2957720827835        472.71851097715665        224519.15956597880        1056.3689455186250       0.66332121342010908     
           5   999.99999999998431        6.5000000000000000              250   489.45141140355275        240742.95152238102        1180.2673974511563        486.53155178598155        237905.73050599330        1192.7796227180515       0.70841414601152597     
           5   999.99999999998772        7.0000000000000000              250   490.60812394060872        241792.35159141058        1096.0203148869041        488.85456390545204        240081.25483374155        1102.4701825518569       0.68053718014713727     
           5   999.99999999998965        7.5000000000000000              250   495.92186590065700        247323.85027172876        1385.3531933395425        494.85552824625313        246273.36598283786        1391.3721469596203       0.72760244228255244     
           5   999.99999999999056        8.0000000000000000              250   496.20125921371141        247385.23344662689        1169.5438013540697        495.60267503160196        246795.06979264092        1173.0582941612520       0.72336728180136589     
           5   999.99999999999307        8.5000000000000000              250   501.67042508897333        252705.19150458495        1031.9760956337559        501.32477581604411        252361.08835918002        1034.5575121731381       0.66695215790444318     
           5   999.99999999998795        9.0000000000000000              250   504.72385753562617        255846.75346466940        1100.5810990263417        504.49024343155691        255611.58331791899        1101.1776002874540       0.65479421298040530     
           5   999.99999999998977        9.5000000000000000              250   505.14243093519667        256262.80497019016        1093.9294390702271        504.97056648617212        256088.99994712608        1093.7269297605089       0.65315037075881532     
           5   999.99999999999318        10.000000000000000              250   500.65585492234374        251822.65068080433        1166.3656127814320        500.57594489375674        251743.28715767522        1167.0105513978342       0.67102901954642924     
           5   999.99999999998886        10.500000000000000              250   502.75904747233113        253966.18301105691        1199.5231957712094        502.71847773872241        253925.36340860298        1199.4955486646213       0.70569770505023199     
           5   999.99999999999386        11.000000000000000              250   505.12207095179758        256277.56847384211        1129.2619112092943        505.09432446978576        256249.53350591526        1129.2568943260412       0.67524397385506918     
           5   999.99999999999170        11.500000000000000              250   503.75877759116531        255034.09640816346        1261.1904080183012        503.74355211983175        255018.36686637430        1260.8005640686606       0.68054681409043905     
           5   999.99999999999261        12.000000000000000              250   502.55482245556692        253787.41102626597        1226.0614529195882        502.54938169259702        253781.92814068391        1226.0471010723559       0.67266329928072877     
           5   999.99999999998636        12.500000000000000              250   502.55658786123411        253788.90606864900        1225.7820659226854        502.55630322612649        253788.62859473433        1225.7906824239471       0.67236439331667364     
           5   999.99999999999045        13.000000000000000              250   498.14164742659636        249471.87688609280        1326.7759852093586        498.14136375522583        249471.60094378397        1326.7826598677493       0.70172866498770725     
           5   999.99999999999250        13.500000000000000              250   497.80079357927031        249076.03975570924        1270.4096675579494        497.80074577804936        249075.99210697666        1270.4096097945294       0.69191326959423971     
           5   999.99999999999068        14.000000000000000              250   501.14265975147458        252349.71748108257        1205.7520583003352        501.14261204124875        252349.66912333659        1205.7515198110195       0.65704297444216231     
           5   999.99999999999204        14.500000000000000              250   502.06591569844591        253304.66068816755        1234.4769820485672        502.06586868069309        253304.61268741134        1234.4761933123809       0.67169801534543450     
           5   999.99999999999136        15.000000000000000              250   498.28493345262626        249461.70996724913        1173.8350613609364        498.28488124182843        249461.65684282989        1173.8339686468244       0.62917889579809483     
