          25   31691.836524613787     
          45   87182.148415882722     
          65   178553.71799776008     
          85   309065.33484484436     
         105   466953.37218355923     
         125   622087.39008215780     
         145   861764.59938962234     
         165   1094563.7419488146     
         185   1368562.1126985494     
         205   1716424.9817594851     
         225   2081521.2918853026     
